metric_category,category_value,total_pred,precision,recall,f1,missed_fraction,merged_fraction,split_fraction,user,algorithm,execution_time,f1_oracle,f1_as_pct_orac
building_type,retail,,0.643491124260355,0.22632674297606659,0.33487297921478054,0.5172413793103448,0.5476190476190477,0.05263157894736842,frosty_swirles,tadbscan_coarse,,0.46490902339398443,72.02978698285973
building_type,park,,0.8695652173913043,0.11627906976744186,0.20512820512820512,0.33333333333333337,0.25,0.0,frosty_swirles,tadbscan_coarse,,0.1925601750547046,106.52680652680651
dwell_length,mid,,0.6823076923076923,0.2893020221787345,0.4063215758131012,0.40740740740740744,0.1875,0.07692307692307693,frosty_swirles,tadbscan_coarse,,0.5981735159817351,67.92704206341158
dwell_length,high,,0.8890057249678701,0.5201668033907575,0.6563160391598741,0.12121212121212122,0.13793103448275862,0.16,frosty_swirles,tadbscan_coarse,,0.8097156108873429,81.05512976841797
dwell_length,low,,0.6125511596180082,0.24283396430502974,0.34779240898528274,0.5108695652173914,0.5555555555555556,0.05,frosty_swirles,tadbscan_coarse,,0.5165511932255582,67.32970779014637
general,all,9647.0,0.9089872499222557,0.43239644970414204,0.5860259965917065,0.4671052631578947,0.2716049382716049,0.08064516129032258,frosty_swirles,tadbscan_fine,0.4756801128387451,0.7358179821886055,79.64279356813759
building_size,small,,0.9510615329255128,0.47331661891117477,0.6320698314002151,0.2592592592592593,0.25,0.2777777777777778,frosty_swirles,tadbscan_fine,,0.815129170866267,77.54229071798423
building_size,medium,,0.9189645469893079,0.4515415456933499,0.605543710021322,0.48913043478260865,0.2978723404255319,0.0,frosty_swirles,tadbscan_fine,,0.68874288217258,87.92014054812249
building_size,big,,0.5034802784222738,0.19001751313485113,0.27590591226954864,0.5757575757575757,0.21428571428571427,0.0,frosty_swirles,tadbscan_fine,,0.5193753614806246,53.122641683079024
building_type,home,,0.9543092635728364,0.47818279762973603,0.6371194449428793,0.1428571428571429,0.16666666666666666,0.2777777777777778,frosty_swirles,tadbscan_fine,,0.8186880203637906,77.82200656359552
building_type,work,,0.8922426803501359,0.48151164684802084,0.6254760897164621,0.3157894736842105,0.15384615384615385,0.0,frosty_swirles,tadbscan_fine,,0.73568281938326,85.0198038117586
building_type,retail,,0.737012987012987,0.23621227887617066,0.3577620173364854,0.6091954022988506,0.4411764705882353,0.0,frosty_swirles,tadbscan_fine,,0.46490902339398443,76.95312401654594
building_type,park,,1.0,0.09593023255813954,0.17506631299734748,0.5,0.0,0.0,frosty_swirles,tadbscan_fine,,0.1925601750547046,90.91511936339523
dwell_length,mid,,0.9466357308584686,0.39921722113502933,0.5615966964900205,0.40740740740740744,0.0625,0.0,frosty_swirles,tadbscan_fine,,0.5981735159817351,93.88524926054544
dwell_length,high,,0.9407886060925755,0.48769483182936835,0.6423844041240826,0.12121212121212122,0.13793103448275862,0.17857142857142858,frosty_swirles,tadbscan_fine,,0.8097156108873429,79.3345707414623
dwell_length,low,,0.616191904047976,0.2222823147647377,0.3267090620031797,0.6086956521739131,0.4722222222222222,0.0,frosty_swirles,tadbscan_fine,,0.5165511932255582,63.24814777080928
general,all,9057.0,0.8966545213646903,0.40044378698224853,0.5536353410369159,0.45394736842105265,0.40963855421686746,0.5454545454545454,frosty_swirles,lachesis_coarse,0.12756609916687012,0.7358179821886055,75.24080063797729
building_size,small,,0.8974042027194067,0.45505014326647564,0.603885687124948,0.2592592592592593,0.7,0.8421052631578947,frosty_swirles,lachesis_coarse,,0.815129170866267,74.08466151238055
building_size,medium,,0.8960080509896008,0.36927969030830915,0.5230076365772469,0.4782608695652174,0.375,0.5227272727272727,frosty_swirles,lachesis_coarse,,0.68874288217258,75.93655776557203
building_size,big,,0.9865951742627346,0.3222416812609457,0.4858085808580858,0.5454545454545454,0.13333333333333333,0.21428571428571427,frosty_swirles,lachesis_coarse,,0.5193753614806246,93.53708644806575
building_type,home,,0.8986248236953456,0.45762255342072183,0.606424747174301,0.1428571428571429,0.7222222222222222,0.9444444444444444,frosty_swirles,lachesis_coarse,,0.8186880203637906,74.07275202400436
building_type,work,,0.9066808059384942,0.41782049193679754,0.5720338983050848,0.3157894736842105,0.5384615384615384,0.88,frosty_swirles,lachesis_coarse,,0.73568281938326,77.75550593727799
building_type,retail,,0.8829568788501027,0.22372528616024975,0.35699460356994606,0.5977011494252873,0.2,0.1,frosty_swirles,lachesis_coarse,,0.46490902339398443,76.78805650270485
building_type,park,,1.0,0.08430232558139535,0.1554959785522788,0.33333333333333337,0.0,0.0,frosty_swirles,lachesis_coarse,,0.1925601750547046,80.75188886180842
dwell_length,mid,,0.8650943396226415,0.2990867579908676,0.4444983034415899,0.40740740740740744,0.5,0.7333333333333333,frosty_swirles,lachesis_coarse,,0.5981735159817351,74.30925836160931
dwell_length,high,,0.9128024874949304,0.46158053048947223,0.6131214528944381,0.12121212121212122,0.6206896551724138,0.9655172413793104,frosty_swirles,lachesis_coarse,,0.8097156108873429,75.72059185354433
dwell_length,low,,0.8071428571428572,0.24445646295294754,0.37525944375259446,0.5869565217391304,0.21052631578947367,0.09090909090909091,frosty_swirles,lachesis_coarse,,0.5165511932255582,72.64709648802088
general,all,6200.0,0.81,0.24763313609467455,0.3793051359516616,0.5394736842105263,0.5571428571428572,0.6363636363636364,frosty_swirles,lachesis_fine,0.09659290313720703,0.7358179821886055,51.54877226885137
building_size,small,,0.7908704883227177,0.26683381088825214,0.3990358864488484,0.33333333333333337,0.9444444444444444,0.8888888888888888,frosty_swirles,lachesis_fine,,0.815129170866267,48.95369969704049
building_size,medium,,0.8399446494464945,0.25176275404396514,0.3874055951494521,0.5543478260869565,0.5121951219512195,0.6756756756756757,frosty_swirles,lachesis_fine,,0.68874288217258,56.248217611689086
building_size,big,,0.8947368421052632,0.19352014010507881,0.318214542836573,0.6666666666666667,0.09090909090909091,0.09090909090909091,frosty_swirles,lachesis_fine,,0.5193753614806246,61.268702067309
building_type,home,,0.7901168969181721,0.26701382653977374,0.3991410548919608,0.1428571428571429,0.9444444444444444,0.9444444444444444,frosty_swirles,lachesis_fine,,0.8186880203637906,48.75374317980116
building_type,work,,0.8605539637058262,0.2935331487212901,0.4377505162152314,0.368421052631579,0.625,0.9565217391304348,frosty_swirles,lachesis_fine,,0.73568281938326,59.5026150783578
building_type,retail,,0.7484076433121019,0.1222684703433923,0.2101967799642218,0.7011494252873562,0.2692307692307692,0.13043478260869565,frosty_swirles,lachesis_fine,,0.46490902339398443,45.212454348534294
building_type,park,,1.0,0.03197674418604651,0.061971830985915494,0.6666666666666667,0.0,0.0,frosty_swirles,lachesis_fine,,0.1925601750547046,32.183098591549296
dwell_length,mid,,0.8050632911392405,0.20743639921722112,0.32987551867219916,0.4444444444444444,0.6666666666666666,0.6666666666666666,frosty_swirles,lachesis_fine,,0.5981735159817351,55.14712869405467
dwell_length,high,,0.8207416220503668,0.2829505058791359,0.4208225306288445,0.1515151515151515,0.7857142857142857,1.0,frosty_swirles,lachesis_fine,,0.8097156108873429,51.9716459668695
dwell_length,low,,0.7057142857142857,0.13358572201189833,0.2246475670759436,0.7065217391304348,0.25925925925925924,0.17391304347826086,frosty_swirles,lachesis_fine,,0.5165511932255582,43.48989413288386
general,all,9866.0,0.9681735252381918,0.4710059171597633,0.6337159158760698,0.4444444444444444,0.17142857142857143,0.1694915254237288,goofy_wiles,ta-hdbscan,2.0849180221557617,0.7487893091399497,84.63207315338786
building_size,small,,0.9785839859357519,0.5429154105337826,0.6983746792130026,0.33333333333333337,0.25,0.4375,goofy_wiles,ta-hdbscan,,0.860497792051385,81.15938072869557
building_size,big,,1.0,0.37094017094017095,0.5411471321695761,0.5333333333333333,0.0,0.14285714285714285,goofy_wiles,ta-hdbscan,,0.5720097640358014,94.60452708910513
building_size,medium,,0.9530017152658662,0.41649175412293854,0.5796557120500783,0.4545454545454546,0.19444444444444445,0.034482758620689655,goofy_wiles,ta-hdbscan,,0.6106203886521875,94.92898088934484
building_type,home,,0.9840764331210191,0.5505567928730513,0.7060839760068552,0.09999999999999998,0.1111111111111111,0.4117647058823529,goofy_wiles,ta-hdbscan,,0.8675343018563357,81.3897472982899
building_type,work,,0.9859972677595629,0.46199391902704434,0.6291816497766155,0.25,0.041666666666666664,0.0,goofy_wiles,ta-hdbscan,,0.6413740623980868,98.09901688635738
building_type,retail,,0.675,0.18646408839779005,0.2922077922077922,0.6545454545454545,0.47368421052631576,0.1,goofy_wiles,ta-hdbscan,,0.40847983453981385,71.53542659871773
building_type,park,,1.0,0.2752880921895006,0.43172690763052207,0.5263157894736843,0.0,0.2222222222222222,goofy_wiles,ta-hdbscan,,0.5152091254752852,83.79644037404229
dwell_length,mid,,1.0,0.4080980287693127,0.5796443435489973,0.3125,0.0,0.18181818181818182,goofy_wiles,ta-hdbscan,,0.5839305922293474,99.26596606901757
dwell_length,high,,0.9915616829094367,0.5255433070866141,0.6869776442010788,0.16216216216216217,0.03225806451612903,0.22580645161290322,goofy_wiles,ta-hdbscan,,0.8115735888606078,84.64760973377004
dwell_length,low,,0.6889580093312597,0.22706304459251667,0.34155744024672324,0.6164383561643836,0.39285714285714285,0.058823529411764705,goofy_wiles,ta-hdbscan,,0.4542013626040878,75.19956309432024
general,all,12346.0,0.9893892758788272,0.6023175542406312,0.7487893091399497,0.3492063492063492,0.04878048780487805,0.01282051282051282,goofy_wiles,oracle,0.019655704498291016,0.7487893091399497,100.0
building_size,small,,0.99121387283237,0.7602411775137435,0.860497792051385,0.23333333333333328,0.08695652173913043,0.047619047619047616,goofy_wiles,oracle,,0.860497792051385,99.99999999999999
building_size,big,,1.0,0.40056980056980057,0.5720097640358014,0.4666666666666667,0.0,0.0,goofy_wiles,oracle,,0.5720097640358014,100.0
building_size,medium,,0.9949204199119539,0.44047976011994006,0.6106203886521875,0.3484848484848485,0.046511627906976744,0.0,goofy_wiles,oracle,,0.6106203886521875,100.0
building_type,home,,1.0,0.7660579064587973,0.8675343018563357,0.09999999999999998,0.0,0.05555555555555555,goofy_wiles,oracle,,0.8675343018563357,100.0
building_type,work,,1.0,0.47207553208513364,0.6413740623980868,0.25,0.0,0.0,goofy_wiles,oracle,,0.6413740623980868,100.0
building_type,retail,,0.8127572016460906,0.27279005524861877,0.40847983453981385,0.4545454545454546,0.13333333333333333,0.0,goofy_wiles,oracle,,0.40847983453981385,100.0
building_type,park,,1.0,0.34699103713188223,0.5152091254752852,0.4736842105263158,0.0,0.0,goofy_wiles,oracle,,0.5152091254752852,100.0
dwell_length,mid,,1.0,0.41236014917421415,0.5839305922293474,0.3125,0.0,0.0,goofy_wiles,oracle,,0.5839305922293474,100.0
dwell_length,high,,1.0,0.6828976377952756,0.8115735888606078,0.16216216216216217,0.0,0.03225806451612903,goofy_wiles,oracle,,0.8115735888606078,100.0
dwell_length,low,,0.8683068017366136,0.30753459764223473,0.4542013626040878,0.452054794520548,0.1,0.0,goofy_wiles,oracle,,0.4542013626040878,100.0
general,all,10179.0,0.9449847725709795,0.4743096646942801,0.6316031386453921,0.4206349206349206,0.2328767123287671,0.06896551724137931,goofy_wiles,tadbscan_coarse,0.23994708061218262,0.7487893091399497,84.34991404602768
building_size,small,,0.9745815251084935,0.5575456641248449,0.7093062605752961,0.33333333333333337,0.3,0.25,goofy_wiles,tadbscan_coarse,,0.860497792051385,82.4297595098233
building_size,big,,0.888121546961326,0.3663817663817664,0.518757563533683,0.5,0.2,0.0,goofy_wiles,tadbscan_coarse,,0.5720097640358014,90.69033365332808
building_size,medium,,0.9105691056910569,0.4029985007496252,0.5587196009145707,0.4242424242424242,0.21052631578947367,0.0,goofy_wiles,tadbscan_coarse,,0.6106203886521875,91.500318577279
building_type,home,,0.9799227799227799,0.5652561247216036,0.7169491525423729,0.09999999999999998,0.16666666666666666,0.23529411764705882,goofy_wiles,tadbscan_coarse,,0.8675343018563357,82.6421676939179
building_type,work,,0.9433447098976109,0.4423107697231557,0.6022442531866217,0.25,0.08333333333333333,0.0,goofy_wiles,tadbscan_coarse,,0.6413740623980868,93.89906584853784
building_type,retail,,0.6666666666666666,0.20027624309392264,0.30801911842804036,0.6181818181818182,0.47619047619047616,0.0,goofy_wiles,tadbscan_coarse,,0.40847983453981385,75.40619937213039
building_type,park,,0.7638888888888888,0.28169014084507044,0.411599625818522,0.4736842105263158,0.2,0.0,goofy_wiles,tadbscan_coarse,,0.5152091254752852,79.88981667178692
dwell_length,mid,,0.9283980582524272,0.40756526371870005,0.5664568678267309,0.3125,0.09090909090909091,0.0,goofy_wiles,tadbscan_coarse,,0.5839305922293474,97.00756825637362
dwell_length,high,,0.9737545000580653,0.5281889763779527,0.6848811565792698,0.16216216216216217,0.0967741935483871,0.13333333333333333,goofy_wiles,tadbscan_coarse,,0.8115735888606078,84.38928594766061
dwell_length,low,,0.6767676767676768,0.24038954382368016,0.35476550680786684,0.5753424657534247,0.41935483870967744,0.0,goofy_wiles,tadbscan_coarse,,0.4542013626040878,78.1075390821987
general,all,9111.0,0.9545604214685545,0.4288461538461538,0.5918138205573135,0.4841269841269841,0.18461538461538463,0.16666666666666666,goofy_wiles,tadbscan_fine,0.13173604011535645,0.7487893091399497,79.03609377610688
building_size,small,,0.9779359430604982,0.48732044688774606,0.6504911823884484,0.3666666666666667,0.21052631578947367,0.5625,goofy_wiles,tadbscan_fine,,0.860497792051385,75.594753222749
building_size,big,,0.9854838709677419,0.34814814814814815,0.5145263157894736,0.6,0.08333333333333333,0.0,goofy_wiles,tadbscan_fine,,0.5720097640358014,89.95061765366475
building_size,medium,,0.9116508271735304,0.38830584707646176,0.5446325307538639,0.48484848484848486,0.20588235294117646,0.0,goofy_wiles,tadbscan_fine,,0.6106203886521875,89.19330911239672
building_type,home,,0.9823102777286397,0.49469933184855236,0.6580163526484181,0.09999999999999998,0.1111111111111111,0.5294117647058824,goofy_wiles,tadbscan_fine,,0.8675343018563357,75.8490299738472
building_type,work,,0.942560553633218,0.43590974555928946,0.5961264908633329,0.25,0.08333333333333333,0.0,goofy_wiles,tadbscan_fine,,0.6413740623980868,92.94521338053896
building_type,retail,,0.6716867469879518,0.15400552486187846,0.250561797752809,0.7272727272727273,0.4666666666666667,0.0,goofy_wiles,tadbscan_fine,,0.40847983453981385,61.34006542454844
building_type,park,,0.9563106796116505,0.25224071702944945,0.3991894630192503,0.5789473684210527,0.125,0.0,goofy_wiles,tadbscan_fine,,0.5152091254752852,77.48105444580283
dwell_length,mid,,1.0,0.4144912093766649,0.5860640301318267,0.3125,0.0,0.0,goofy_wiles,tadbscan_fine,,0.5839305922293474,100.36535813174888
dwell_length,high,,0.9747194634335096,0.4760314960629921,0.6396648044692738,0.16216216216216217,0.06451612903225806,0.3,goofy_wiles,tadbscan_fine,,0.8115735888606078,78.8178439083162
dwell_length,low,,0.6581818181818182,0.18554587391081498,0.289484206317473,0.6849315068493151,0.43478260869565216,0.0,goofy_wiles,tadbscan_fine,,0.4542013626040878,63.73477275756365
general,all,8982.0,0.9437764417724338,0.4179980276134122,0.5793862347071287,0.4365079365079365,0.30985915492957744,0.5396825396825397,goofy_wiles,lachesis_coarse,0.03077983856201172,0.7487893091399497,77.37640316641335
building_size,small,,0.9710046051509467,0.5047880829934386,0.6642552943235518,0.33333333333333337,0.3,0.8235294117647058,goofy_wiles,lachesis_coarse,,0.860497792051385,77.19430548915173
building_size,big,,1.0,0.31851851851851853,0.4831460674157304,0.5666666666666667,0.0,0.5384615384615384,goofy_wiles,lachesis_coarse,,0.5720097640358014,84.46465389102885
building_size,medium,,0.8749508454581203,0.3335832083958021,0.4830131336155432,0.4242424242424242,0.42105263157894735,0.3939393939393939,goofy_wiles,lachesis_coarse,,0.6106203886521875,79.10203173557474
building_type,home,,0.9751616195985029,0.5106458797327394,0.6702917616792375,0.09999999999999998,0.2222222222222222,0.8235294117647058,goofy_wiles,lachesis_coarse,,0.8675343018563357,77.26400676549136
building_type,work,,0.8993314982304365,0.36597855656905104,0.5202456778889899,0.25,0.4166666666666667,0.625,goofy_wiles,lachesis_coarse,,0.6413740623980868,81.11423713391217
building_type,retail,,0.7712765957446809,0.20027624309392264,0.31798245614035087,0.6181818181818182,0.38095238095238093,0.07142857142857142,goofy_wiles,lachesis_coarse,,0.40847983453981385,77.84532533866312
building_type,park,,1.0,0.21510883482714468,0.3540569020021075,0.5789473684210527,0.0,0.5,goofy_wiles,lachesis_coarse,,0.5152091254752852,68.72100754727252
dwell_length,mid,,0.9671428571428572,0.36068193926478426,0.5254171517268141,0.3125,0.18181818181818182,0.6363636363636364,goofy_wiles,lachesis_coarse,,0.5839305922293474,89.97938431704033
dwell_length,high,,0.9559471365638766,0.464755905511811,0.6254397490781164,0.16216216216216217,0.3225806451612903,0.7741935483870968,goofy_wiles,lachesis_coarse,,0.8115735888606078,77.06506934955705
dwell_length,low,,0.7714808043875686,0.21629933367503845,0.3378702962369896,0.6027397260273972,0.3448275862068966,0.14285714285714285,goofy_wiles,lachesis_coarse,,0.4542013626040878,74.38777688817723
general,all,6248.0,0.8668373879641486,0.26706114398422093,0.40832328106151994,0.5079365079365079,0.45161290322580644,0.6551724137931034,goofy_wiles,lachesis_fine,0.0407099723815918,0.7487893091399497,54.53113126448281
building_size,small,,0.86597188560349,0.31681149139918424,0.46390547909633856,0.3666666666666667,0.5789473684210527,0.9375,goofy_wiles,lachesis_fine,,0.860497792051385,53.91129220569066
building_size,big,,0.8740740740740741,0.20170940170940171,0.3277777777777777,0.6666666666666667,0.1,0.6,goofy_wiles,lachesis_fine,,0.5720097640358014,57.30282914493441
building_size,medium,,0.8717798594847775,0.2232383808095952,0.355454762473144,0.5,0.48484848484848486,0.53125,goofy_wiles,lachesis_fine,,0.6106203886521875,58.21206908235303
building_type,home,,0.8721406212376596,0.3226726057906459,0.47106255689946686,0.09999999999999998,0.5,0.8823529411764706,goofy_wiles,lachesis_fine,,0.8675343018563357,54.29901225709403
building_type,work,,0.8764738910724312,0.2497999679948792,0.3887920298879203,0.25,0.5416666666666666,0.75,goofy_wiles,lachesis_fine,,0.6413740623980868,60.618608185406416
building_type,retail,,0.6771300448430493,0.1042817679558011,0.18073010173548773,0.7454545454545455,0.42857142857142855,0.18181818181818182,goofy_wiles,lachesis_fine,,0.40847983453981385,44.244559083092824
building_type,park,,1.0,0.10499359795134443,0.19003476245654694,0.6842105263157895,0.0,0.5,goofy_wiles,lachesis_fine,,0.5152091254752852,36.884976034001355
dwell_length,mid,,0.9462151394422311,0.25306339904102293,0.3993274485077764,0.4375,0.2222222222222222,0.7777777777777778,goofy_wiles,lachesis_fine,,0.5839305922293474,68.38611537429685
dwell_length,high,,0.8746746002231313,0.29631496062992124,0.4426669176116313,0.16216216216216217,0.5483870967741935,0.8709677419354839,goofy_wiles,lachesis_fine,,0.8115735888606078,54.54427345684135
dwell_length,low,,0.6601671309192201,0.12147616606868272,0.2051948051948052,0.6986301369863014,0.4090909090909091,0.2222222222222222,goofy_wiles,lachesis_fine,,0.4542013626040878,45.17705627705628
general,all,12131.0,0.7231885252658479,0.4325936883629191,0.5413594150134213,0.40522875816993464,0.6813186813186813,0.0,heuristic_ardinghelli,ta-hdbscan,0.3572268486022949,0.6505653608379514,83.21368575728211
building_size,small,,0.8092184368737475,0.5313507467596552,0.6414869534135589,0.24561403508771928,0.5116279069767442,0.0,heuristic_ardinghelli,ta-hdbscan,,0.7510551948051949,85.411426197504
building_size,medium,,0.0,0.0,0.0,0.5384615384615384,1.0,,heuristic_ardinghelli,ta-hdbscan,,0.2342158859470469,0.0
building_size,big,,0.4826869806094183,0.19829302987197725,0.28110506150433556,0.48571428571428577,0.7777777777777778,0.0,heuristic_ardinghelli,ta-hdbscan,,0.33088080723144836,84.9565932386356
building_type,home,,0.908099497610587,0.6826639646278556,0.7794078981963507,0.08333333333333337,0.2727272727272727,0.0,heuristic_ardinghelli,ta-hdbscan,,0.8179442508710801,95.28863334711508
building_type,work,,0.4337851929092805,0.19339841933984192,0.267524115755627,0.3414634146341463,0.6666666666666666,0.0,heuristic_ardinghelli,ta-hdbscan,,0.5138560687432868,52.06207185796169
building_type,retail,,0.0,0.0,0.0,0.5373134328358209,1.0,,heuristic_ardinghelli,ta-hdbscan,,0.09410205434062292,0.0
building_type,park,,0.3140495867768595,0.11503531786074672,0.16838995568685378,0.47619047619047616,0.6363636363636364,0.0,heuristic_ardinghelli,ta-hdbscan,,0.30201342281879195,55.75578532742491
dwell_length,mid,,0.2467391304347826,0.0706504824151883,0.10984756835228647,0.4814814814814815,0.5714285714285714,0.0,heuristic_ardinghelli,ta-hdbscan,,0.22232711824404058,49.40808355718023
dwell_length,high,,0.8366147516896856,0.5900925797982589,0.6920552607057489,0.05555555555555558,0.35294117647058826,0.0,heuristic_ardinghelli,ta-hdbscan,,0.793028685790527,87.26736789046626
dwell_length,low,,0.007042253521126761,0.0027100271002710027,0.00391389432485323,0.5222222222222221,0.9767441860465116,0.0,heuristic_ardinghelli,ta-hdbscan,,0.16126042632066728,2.427064354319905
general,all,10939.0,0.9283298290520158,0.5007396449704142,0.6505653608379514,0.43790849673202614,0.16279069767441862,0.0,heuristic_ardinghelli,oracle,0.005140066146850586,0.6505653608379514,100.0
building_size,small,,0.9800868552060163,0.6087900519771038,0.7510551948051949,0.26315789473684215,0.047619047619047616,0.0,heuristic_ardinghelli,oracle,,0.7510551948051949,100.0
building_size,medium,,0.7012195121951219,0.14058679706601468,0.2342158859470469,0.6153846153846154,0.4,0.0,heuristic_ardinghelli,oracle,,0.2342158859470469,100.0
building_size,big,,0.6336553945249598,0.22389758179231864,0.33088080723144836,0.5142857142857142,0.23529411764705882,0.0,heuristic_ardinghelli,oracle,,0.33088080723144836,100.0
building_type,home,,1.0,0.6919675755342668,0.8179442508710801,0.125,0.0,0.0,heuristic_ardinghelli,oracle,,0.8179442508710801,100.0
building_type,work,,0.8372418620931047,0.370680303734697,0.5138560687432868,0.2195121951219512,0.125,0.0,heuristic_ardinghelli,oracle,,0.5138560687432868,100.0
building_type,retail,,0.2563176895306859,0.05762987012987013,0.09410205434062292,0.6716417910447761,0.36363636363636365,0.0,heuristic_ardinghelli,oracle,,0.09410205434062292,100.00000000000001
building_type,park,,0.8955223880597015,0.18163471241170534,0.30201342281879195,0.47619047619047616,0.18181818181818182,0.0,heuristic_ardinghelli,oracle,,0.30201342281879195,100.0
dwell_length,mid,,0.4599609375,0.1465919701213819,0.22232711824404058,0.2962962962962963,0.2631578947368421,0.0,heuristic_ardinghelli,oracle,,0.22232711824404058,100.0
dwell_length,high,,1.0,0.6570402100317811,0.793028685790527,0.02777777777777779,0.0,0.0,heuristic_ardinghelli,oracle,,0.793028685790527,100.0
dwell_length,low,,0.5559105431309904,0.0943089430894309,0.16126042632066728,0.6444444444444444,0.28125,0.0,heuristic_ardinghelli,oracle,,0.16126042632066728,100.0
general,all,10032.0,0.8214712918660287,0.4063609467455621,0.5437450514647665,0.6601307189542484,0.4423076923076923,0.0,heuristic_ardinghelli,tadbscan_coarse,0.011874914169311523,0.6505653608379514,83.58038779753099
building_size,small,,0.8524553818867088,0.5059543391012566,0.6350123864574732,0.4385964912280702,0.28125,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.7510551948051949,84.54936346218598
building_size,medium,,0.0,0.0,0.0,0.8076923076923077,1.0,,heuristic_ardinghelli,tadbscan_coarse,,0.2342158859470469,0.0
building_size,big,,0.7950937950937951,0.15675675675675677,0.26188212927756654,0.7857142857142857,0.6,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.33088080723144836,79.14696880389988
building_type,home,,0.9275802828069248,0.6465549005158437,0.7619823047277859,0.16666666666666663,0.2,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.8179442508710801,93.15822000292846
building_type,work,,0.5503663003663004,0.18626995196032853,0.2783373856663193,0.5609756097560976,0.3888888888888889,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.5138560687432868,54.166410128625266
building_type,retail,,0.0,0.0,0.0,0.8507462686567164,1.0,,heuristic_ardinghelli,tadbscan_coarse,,0.09410205434062292,0.0
building_type,park,,0.37037037037037035,0.020181634712411706,0.038277511961722493,0.8095238095238095,0.5,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.30201342281879195,12.67410951621478
dwell_length,mid,,0.2785714285714286,0.036414565826330535,0.06440957886044592,0.7407407407407407,0.42857142857142855,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.22232711824404058,28.97063541737891
dwell_length,high,,0.8684605488850772,0.5596932430565151,0.6806991009158894,0.16666666666666663,0.26666666666666666,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.793028685790527,85.83536927637587
dwell_length,low,,0.11557788944723618,0.012466124661246613,0.02250489236790607,0.8333333333333334,0.8,0.0,heuristic_ardinghelli,tadbscan_coarse,,0.16126042632066728,13.955620037339454
general,all,4125.0,0.901090909090909,0.18328402366863905,0.3046097111247695,0.8366013071895425,0.16,0.14285714285714285,heuristic_ardinghelli,tadbscan_fine,0.006064891815185547,0.6505653608379514,46.82230709800186
building_size,small,,0.8863193089997213,0.20929008487400486,0.3386203959974452,0.6491228070175439,0.2,0.1875,heuristic_ardinghelli,tadbscan_fine,,0.7510551948051949,45.085953514411806
building_size,medium,,,0.0,,1.0,,,heuristic_ardinghelli,tadbscan_fine,,0.2342158859470469,
building_size,big,,1.0,0.15248933143669985,0.26462601826709453,0.9285714285714286,0.0,0.0,heuristic_ardinghelli,tadbscan_fine,,0.33088080723144836,79.97623690575405
building_type,home,,0.9541595925297114,0.2588430361090641,0.40721686834287363,0.45833333333333337,0.07692307692307693,0.25,heuristic_ardinghelli,tadbscan_fine,,0.8179442508710801,49.78540626811703
building_type,work,,0.7676595744680851,0.13977994731132806,0.23649711588883063,0.7317073170731707,0.2727272727272727,0.0,heuristic_ardinghelli,tadbscan_fine,,0.5138560687432868,46.023999768499436
building_type,retail,,,0.0,,1.0,,,heuristic_ardinghelli,tadbscan_fine,,0.09410205434062292,
building_type,park,,1.0,0.005045408678102927,0.010040160642570283,0.9523809523809523,0.0,0.0,heuristic_ardinghelli,tadbscan_fine,,0.30201342281879195,3.324408746095494
dwell_length,mid,,1.0,0.029878618113912233,0.058023572076155945,0.9259259259259259,0.0,0.0,heuristic_ardinghelli,tadbscan_fine,,0.22232711824404058,26.098288204530018
dwell_length,high,,0.8986083499005965,0.24982727649578554,0.3909611849929722,0.38888888888888884,0.18181818181818182,0.16666666666666666,heuristic_ardinghelli,tadbscan_fine,,0.793028685790527,49.2997532117321
dwell_length,low,,1.0,0.0027100271002710027,0.005405405405405406,0.9888888888888889,0.0,0.0,heuristic_ardinghelli,tadbscan_fine,,0.16126042632066728,3.35197266231749
general,all,9187.0,0.8067922063785784,0.36548323471400396,0.5030712322258798,0.6666666666666667,0.35294117647058826,0.15384615384615385,heuristic_ardinghelli,lachesis_coarse,0.009083986282348633,0.6505653608379514,77.32831511009226
building_size,small,,0.8048923220973783,0.45246397789328247,0.5792865265551953,0.38596491228070173,0.4,0.18518518518518517,heuristic_ardinghelli,lachesis_coarse,,0.7510551948051949,77.12968774624451
building_size,medium,,0.0,0.0,0.0,0.9230769230769231,1.0,,heuristic_ardinghelli,lachesis_coarse,,0.2342158859470469,0.0
building_size,big,,0.9570661896243292,0.15220483641536273,0.26264113892979873,0.8,0.14285714285714285,0.08333333333333333,heuristic_ardinghelli,lachesis_coarse,,0.33088080723144836,79.37635945927909
building_type,home,,0.8430569289447662,0.5497420781134856,0.6655143574017285,0.125,0.38095238095238093,0.2777777777777778,heuristic_ardinghelli,lachesis_coarse,,0.8179442508710801,81.36426861524859
building_type,work,,0.6898608349900597,0.21509375484270882,0.3279385705847608,0.5121951219512195,0.35,0.07142857142857142,heuristic_ardinghelli,lachesis_coarse,,0.5138560687432868,63.81914908328016
